Drive 0.26905 pose: 0.8045598346252887, 0.7950145770506735 orientation: 43.5625
Drive 0.20278227848101266 pose: 2.1345975897341316, 1.660551607272905 orientation: 120.25
Drive 1.7632171861369135 pose: 3.0261813607710444, 0.1393635108455853 orientation: 300.375
Drive -0.25 pose: 2.8997670174265484, 0.3550471073400332 orientation: 300.375
Drive 0 pose: 2.8997670174265484, 0.3550471073400332 orientation: 146.125
Drive 0.11905 pose: 2.7936926907219233, 0.40909467633402624 orientation: 153.0
Drive 0.31316764705882355 pose: 2.5146582740277914, 0.5512698129245196 orientation: 153.0
Drive 0.5746055555555556 pose: 2.0026809751929098, 0.8121352762443063 orientation: 153.0
Drive 0.2042351851851852 pose: 1.8207060927240903, 0.9048561100309274 orientation: 153.0
Drive 0 pose: 1.8207060927240903, 0.9048561100309274 orientation: 91.375
Drive 0.22738333333333335 pose: 1.8152498082200106, 1.1321739695078905 orientation: 91.375
Drive 0.18571666666666667 pose: 1.810793355956655, 1.3178371600196401 orientation: 91.375
Drive 0.13268636363636363 pose: 1.7918970935637308, 1.4491710945629221 orientation: 98.1875
Drive 0.13016111111111112 pose: 1.7733604599451422, 1.5780055156613586 orientation: 98.1875
Drive 0.10238333333333333 pose: 1.7587797428442429, 1.6793452888664926 orientation: 98.1875
Drive 0.07586818181818182 pose: 1.747975127873865, 1.7544401709007469 orientation: 98.1875
Drive 0.06071666666666667 pose: 1.7393282855494998, 1.8145379722659272 orientation: 98.1875
Drive 0.19965679012345677 pose: 1.710894564168444, 2.0121597254481784 orientation: 98.1875
Drive 0.15138796992481202 pose: 1.666790954513112, 2.1569809568105924 orientation: 106.9375
Drive 2.434388832628824 pose: 3.1339626357295445, 0.21439086977100397 orientation: 307.0625
Drive -0.25 pose: 2.983291175448477, 0.41388550893900444 orientation: 307.0625
